"","Row.names","colMeans(RISG_stats$Hs)","colMeans(RISG_stats$Ho)"
"1","CT",0.308417229412329,0.28364411465823
"2","FI",0.28508381171508,0.277527431693989
"3","GH",0.305982676636948,0.285569228261912
"4","MV",0.309087458537053,0.285156738567731
"5","NEH",0.312832246189244,0.31453794842297
"6","NR",0.303599833189531,0.283625794267089
